MaterialName,Category,AdditionalNotes,Quantity,NVL,BEN,PercentComplete,Fixture,AssetNumber,BEN4LPR,CurrentState,IndividuallyAssigned,LamPartNumber,LaptopAssignedBEDShift,LaptopAssignedBENShift,LaptopAssignedFEDShift,LaptopAssignedFENShift,LaptopAssignedMF,LaptopDepartment,RecordIDNumber,SerialNumber
20-132330-00,Other (Please describe),PED Fixture PIN,24,,,,0,,,Available to Loan,0,20-132330-00,,,,,,,1728,
20-1373,Other (Please describe),"Connector, Male, Elbow SAE",10,,,,0,,,Available to Loan,0,20-1373,,,,,,,1784,
20-1442,Other (Please describe),"FTG, Adapter, 1/2 Barbed x 1/2-14",6,,,,0,,,Available to Loan,0,20-1442,,,,,,,1888,
200000683,Other (Please describe),"Vent and Purge Filter Union, Infinicon",19,,,,0,,,Available to Loan,0,,,,,,,,2191,
200001095,Other (Please describe),"Flood Filter, Infinicon",10,,,,0,,,Available to Loan,0,,,,,,,,2192,
20099183,Other (Please describe),"Exhaust Filter, Infinicon",7,,,,0,,,Available to Loan,0,,,,,,,,2194,
2013141-00,Other (Please describe),"1"" Male to 3/4"" Male Union",16,,,,0,,,Available to Loan,0,2013141-00,,,,,,,1826,
208V Hoist Box Cable,Other (Please describe),853-253713-002,6,,,,0,,,Available to Loan,0,853-253713-002,,,,,,,1047,
20N,SWIC-Supported GIS Laptop,"T460
FEN - Ammar Ghilan",1,,,,0,A205856,,Cleanroom Item,0,,,Justin Rodriguez <62435346.dkz9>,,,,Final Test,609,PC0JWCUU
21-041903-08,Other (Please describe),"Screw, Butt, Hex, 6-32X.5, SS",85,,,,0,,,Available to Loan,0,21-041903-08,,,,,,,1909,
21-132824-00,Other (Please describe),"Nut, 5/16"" SST",48,,,,0,,,Available to Loan,0,21-132824-00,,,,,,,1803,
21-132834-00,Other (Please describe),"5/16"" SST Front Ferrule",314,,,,0,,,Available to Loan,0,21-132834-00,,,,,,,1815,
21-132835-00,Other (Please describe),"5/16"" SST Back Ferrule",85,,,,0,,,Available to Loan,0,21-132835-00,,,,,,,1809,
2178351b,Facilities Kit/Cage,,0,,,,0,,,Unavailable to Loan,0,,,,,,,,187,
21D,SWIC-Supported GIS Laptop,T460,1,,,,0,A3000038,,Cleanroom Item,0,,Mason Berney <61876804.b44w>,,Sunny Gill <62823087.cty2>,,,Final Test,442,pc0lfzgg
21N,SWIC-Supported GIS Laptop,T460,1,,,,0,A205861,,Cleanroom Item,0,,,,,David Mejia <62420645.b55r>,,Final Test,613,PC0JWCVG
22-00015-000,Other (Please describe),"1/4"" VCR Plug",122,,,,0,,,Available to Loan,0,22-00015-000,,,,,,,1742,
22-00150-00,Other (Please describe),"FTG, Tee 1/4"" VCR",2,,,,0,,,Available to Loan,0,22-00150-00,,,,,,,1748,
22-00417-00,Other (Please describe),"Gasket, VCR Nickel RET 1/4""",67,,,,0,,,Available to Loan,0,22-00417-00,,,,,,,1746,
22-00431-00,Other (Please describe),"1/4"" SST Nut",173,,,,0,,,Available to Loan,0,22-00431-00,,,,,,,1804,
22-00602-00,Other (Please describe),"FTG, Bulkhead, Union, 1/2"" VCR",2,,,,0,,,Available to Loan,0,22-00602-00,,,,,,,1883,
22-00663-00,Other (Please describe),"1/4"" Male 90 degree Elbow",54,,,,0,,,Available to Loan,0,22-00663-00,,,,,,,1866,
22-00701-00,Other (Please describe),"3/8"" Male to 1/4"" MNPT",16,,,,0,,,Available to Loan,0,22-00701-00,,,,,,,1782,
22-00762-00,Other (Please describe),"1/8"" VCR Plug",11,,,,0,,,Available to Loan,0,22-00762-00,,,,,,,1739,
22-023091-00,Other (Please describe),"1/8"" VCR Cap",39,,,,0,,,Available to Loan,0,22-023091-00,,,,,,,1740,
22-024047-00,Other (Please describe),"1/2"" Male to 3/8"" Port Connector",8,,,,0,,,Available to Loan,0,22-024047-00,,,,,,,1849,
22-033112-00,Other (Please describe),"3/8"" AN to 3/8"" SAE O-Ring",14,,,,0,,,Available to Loan,0,22-033112-00,,,,,,,1794,
22-034033-00,Other (Please describe),"FTG, 9/16-18 to Male VCR",5,,,,0,,,Available to Loan,0,22-034033-00,,,,,,,1757,
22-047026-00,Other (Please describe),"VCR Face Fitting 1/2"" Double Male",4,,,,0,,,Available to Loan,0,22-047026-00,,,,,,,1751,
22-047226-00,Other (Please describe),"FTG, Adapter SS 3/8 AN - 3/8 TB",69,,,,0,,,Available to Loan,0,22-047226-00,,,,,,,1791,
22-049881-00,Other (Please describe),"VCR Reducer 1/4"" Female to 1/2"" Male",10,,,,0,,,Available to Loan,0,22-049881-00,,,,,,,1880,
22-055159-00,Other (Please describe),"Coupler, 3/8"" - 18 NPSF",6,,,,0,,,Available to Loan,0,22-055159-00,,,,,,,1900,
22-055828-00,Other (Please describe),"FTG, Adapter, 1/4 NPT",3,,,,0,,,Available to Loan,0,22-055828-00,,,,,,,1760,
22-10076-00,Other (Please describe),"1/4"" Male to 1/8"" MNPT",0,,,,0,,,Unavailable to Loan,0,22-10076-00,,,,,,,1770,
22-102699-00,Other (Please describe),"1/4"" Male Tee",8,,,,0,,,Available to Loan,0,22-102699-00,,,,,,,1870,
22-102701-00,Other (Please describe),"1/2"" Male to 1/2"" 90 degree Elbow",4,,,,0,,,Available to Loan,0,22-102701-00,,,,,,,1868,
22-102703-00,Other (Please describe),"1/2"" Male to Male Bulkhead",22,,,,0,,,Available to Loan,0,22-102703-00,,,,,,,1892,
22-103002-00,Other (Please describe),"1/4"" Port Connector",6,,,,0,,,Available to Loan,0,22-103002-00,,,,,,,1810,
22-103008-00,Other (Please describe),"3/8"" Male to 1/4"" Port Connector",4,,,,0,,,Available to Loan,0,22-103008-00,,,,,,,1859,
22-103111-00,Other (Please describe),"1/2"" Port Connector",13,,,,0,,,Available to Loan,0,22-103111-00,,,,,,,1812,
22-103113-00,Other (Please describe),"3/8"" Male Tee",19,,,,0,,,Available to Loan,0,22-103113-00,,,,,,,1872,
22-10404-00,Other (Please describe),"FTG, 45 Elbow 9/16"" SW",1,,,,0,,,Available to Loan,0,22-10404-00,,,,,,,1756,
22-115540-00,Other (Please describe),"1/2"" x 1/2"" x 1/4"" Male Tee",3,,,,0,,,Available to Loan,0,22-115540-00,,,,,,,1901,
22-115739,Other (Please describe),"Double Male Union 1/4"" VCR",64,,,,0,,,Available to Loan,0,22-115739,,,,,,,1750,
22-120021-00,Other (Please describe),"1/2"" Male to 3/8"" Male Union",4,,,,0,,,Available to Loan,0,22-120021-00,,,,,,,1848,
22-120191-00,Other (Please describe),"FTG, CAP 1/2""",11,,,,0,,,Available to Loan,0,22-120191-00,,,,,,,1802,
22-121289-00,Other (Please describe),"Push On Adapter 3/4"" Tube x 3/4"" Hose",33,,,,0,,,Available to Loan,0,22-121289-00,,,,,,,1906,
22-121623-00,Other (Please describe),"FTG, Adapter, 3/4 Barbed x 3/4",2,,,,0,,,Available to Loan,0,22-121623-00,,,,,,,1887,
22-122063-00,Other (Please describe),"3/4"" Port Connector to 1/4"" Male",16,,,,0,,,Available to Loan,0,22-122063-00,,,,,,,1845,
22-122716-00,Other (Please describe),AN Flair Union,13,,,,0,,,Available to Loan,0,22-122716-00,,,,,,,1894,
22-125758-00,Other (Please describe),"1/2"" Port Connector to 1/4"" Port Connector",22,,,,0,,,Available to Loan,0,22-125758-00,,,,,,,1855,
22-131786-00,Other (Please describe),"3/8"" Male 90 degree Elbow",118,,,,0,,,Available to Loan,0,22-131786-00,,,,,,,1867,
22-132696-00,Other (Please describe),"3/4"" Port Connector to 3/8"" Male",17,,,,0,,,Available to Loan,0,22-132696-00,,,,,,,1844,
22-133837-00,Other (Please describe),"1/2"" VCR Plug",8,,,,0,,,Available to Loan,0,22-133837-00,,,,,,,1744,
22-143546-00,Other (Please describe),"3/4"" Port Connector to 1/2"" Male",8,,,,0,,,Available to Loan,0,22-143546-00,,,,,,,1841,
22-144051-00,Other (Please describe),"3/4"" Plug",10,,,,0,,,Available to Loan,0,22-144051-00,,,,,,,1798,
22-146395-00,Other (Please describe),"1/4"" Quick Connect Stem",25,,,,0,,,Available to Loan,0,22-146395-00,,,,,,,1896,
22-146798-00,Other (Please describe),"1/4"" Quick Connect Body",3,,,,0,,,Available to Loan,0,22-146798-00,,,,,,,1890,
22-147395-00,Other (Please describe),"FTG, CAP 1/4""",54,,,,0,,,Available to Loan,0,22-147395-00,,,,,,,1800,
22-149014-00,Other (Please describe),"1/2"" SST Nut",86,,,,0,,,Available to Loan,0,22-149014-00,,,,,,,1806,
22-155125-00,Other (Please describe),"1/2"" Port Connector to 1/4"" Male",7,,,,0,,,Available to Loan,0,22-155125-00,,,,,,,1856,
22-160947-00,Other (Please describe),"Union Tee 1"" Tube - 3 Ports",12,,,,0,,,Available to Loan,0,22-160947-00,,,,,,,1876,
22-164902-00,Other (Please describe),"Coupling 1/2"" VCR Female",5,,,,0,,,Available to Loan,0,22-164902-00,,,,,,,1754,
22-170559-00,Other (Please describe),"3/8"" Body Quick Connect",14,,,,0,,,Available to Loan,0,22-170559-00,,,,,,,1902,
22-173305-00,Other (Please describe),"1/2"" Port Connector to 5/16"" Male",9,,,,0,,,Available to Loan,0,22-173305-00,,,,,,,1857,
22-251816-00,Other (Please describe),"3/4"" SST Front Ferrule",50,,,,0,,,Available to Loan,0,22-251816-00,,,,,,,1819,
22-251828-00,Other (Please describe),"3/4"" SST Nut",10,,,,0,,,Available to Loan,0,22-251828-00,,,,,,,1807,
22-262847-00,Other (Please describe),"Valve Plug, Rotary, 1/4"" A-LOK SST",8,,,,0,,,Available to Loan,0,22-262847-00,,,,,,,1885,
22-263347-00,Other (Please describe),"1/4"" SST Ferrule Set",604,,,,0,,,Available to Loan,0,22-263347-00,,,,,,,1816,
22-267684-00,Other (Please describe),"FTG, Tube Adapter, 3/8 to 9/16-18",9,,,,0,,,Available to Loan,0,22-267684-00,,,,,,,1763,
22-272639-00,Other (Please describe),"FTG, VCR, Conn, Female, 1/4"" VCR, 3/8"" Tube",9,,,,0,,,Available to Loan,0,22-272639-00,,,,,,,1879,
22-277592-00,Other (Please describe),"3/4"" Port Connector to 1/2"" Port Connector",14,,,,0,,,Available to Loan,0,22-277592-00,,,,,,,1842,
22-280486-00,Other (Please describe),"FTG, Pipe, Adapter, 1/4NPT, SST",0,,,,0,,,Unavailable to Loan,0,22-280486-00,,,,,,,1886,
22-284138-00,Other (Please describe),"FTG, VCR, Conn, Female, 1/4"" VCR Elbow",22,,,,0,,,Available to Loan,0,22-284138-00,,,,,,,1752,
22-306522-00,Other (Please describe),"1"" Port Connector",13,,,,0,,,Available to Loan,0,22-306522-00,,,,,,,1814,
22-306546-00,Other (Please describe),"1"" Port Connector to 1/2"" Port Connector",18,,,,0,,,Available to Loan,0,22-306546-00,,,,,,,1833,
22-306548-00,Other (Please describe),"1"" Tube Adapter to 1"" Male NPT",3,,,,0,,,Available to Loan,0,22-306548-00,,,,,,,1777,
22-321057-00,Other (Please describe),"FTG, Tube, Union Elbow, 1"" SS",5,,,,0,,,Available to Loan,0,22-321057-00,,,,,,,1875,
22-333860-00,Other (Please describe),"1/4"" Male VCR to 1/4""Tube",281,,,,0,,,Available to Loan,0,22-333860-00,,,,,,,1749,
22-340459-00,Other (Please describe),"FTG, Adapter, 3/8"" ID Hose Barbed",3,,,,0,,,Available to Loan,0,22-340459-00,,,,,,,1899,
22-340493-00,Other (Please describe),Magnet,160,,,,0,,,Available to Loan,0,,,,,,,,2129,
22-340814-00,Other (Please describe),"FTG, Tube, 3/8"" Push On Hose",8,,,,0,,,Available to Loan,0,22-340814-00,,,,,,,1898,
22-383121-00,Other (Please describe),"1"" SST Front Ferrule",102,,,,0,,,Available to Loan,0,22-383121-00,,,,,,,1820,
22-383130-130,Other (Please describe),"1"" SST Nut",9,,,,0,,,Available to Loan,0,22-383130-130,,,,,,,1808,
22-397503-00,Other (Please describe),"Tube Adapter, 90 degree Elbow, 1/4"" Tube OD",16,,,,0,,,Available to Loan,0,22-397503-00,,,,,,,1865,
22-416219-00,Other (Please describe),"3/4"" Male to 1/2"" Port Connector",12,,,,0,,,Available to Loan,0,22-416219-00,,,,,,,1835,
22-436312-00,Other (Please describe),"1"" Plug",72,,,,0,,,Available to Loan,0,22-436312-00,,,,,,,1799,
22-442917-00,Other (Please describe),"1"" Port Connector to 3/4"" Port",7,,,,0,,,Available to Loan,0,22-442917-00,,,,,,,1832,
22-800601-00,Other (Please describe),"1/2"" VCR Gasket",158,,,,0,,,Available to Loan,0,22-800601-00,,,,,,,1747,
2250-737873,Other (Please describe),"1/2"" Male to 1/4"" Male Union",2,,,,0,,,Available to Loan,0,2250-737873,,,,,,,1852,
22D,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A205880,,Cleanroom Item,0,,Robroy McGregor <63327023.tjev>,,Brandon Nguy <62045966.cuj7>,,,Final Test,972,pc0kylbv
22N,SWIC-Supported GIS Laptop,"T450

Will not power on",0,,,,0,A204444,,Missing/Lost,0,,,Sean Denham <59087228.dr52>,,,,Final Test,551,
2316827-00,Other (Please describe),"1/4"" WVCR to 1/4 Tube Fitting",9,,,,0,,,Available to Loan,0,2316827-00,,,,,,,1889,
23D,SWIC-Supported GIS Laptop,T450s,1,,,,0,A204272,,Cleanroom Item,0,,,,,,,Final Test,993,
23N,SWIC-Supported GIS Laptop,T460,1,,,,0,A204568,,Cleanroom Item,0,,,Karl Emerson <59870564.p4wx>,,,,Final Test,406,
24 VDC power box and spider cable,Other (Please describe),,0,,1996541B,CRT,0,,1996541B,Unavailable to Loan,0,,,,,,,,1068,
24C842,Cables (Provide part number),"1/4"" Power First Lug",155,,,,0,,,Unavailable to Loan,0,,,,,,,,1703,
24N,SWIC-Supported GIS Laptop,"T470
",1,,,,0,A301145,,Cleanroom Item,0,,,,,Matthew Lytle <62979737.d64f>,,Final Test,456,
24V EMO Power Cable,Cables (Provide part number),,7,,,,0,,,Available to Loan,0,,,,,,,,1729,
24V Power Cable Whip A-01,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,909,
24V Power Cable Whip A-02,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,910,
24V Power Cable Whip A-03,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,911,
24V Power Cable Whip A-04,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,912,
24V Power Cable Whip A-05,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,913,
24V Power Cable Whip A-06,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,812,
24V Power Cable Whip A-07,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,914,
24V Power Cable Whip A-08,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1197,
24V Power Cable Whip A-09,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1123,
24V Power Cable Whip A-10,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1111,
24V Power Cable Whip A-11,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1199,
24V Power Cable Whip A-12,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1135,
24V Power Cable Whip A-13,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1200,
24V Power Cable Whip A-14,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1087,
24V Power Cable Whip A-15,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1146,
24V Power Cable Whip A-16,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1158,
24V Power Cable Whip A-17,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1153,
24V Power Cable Whip A-18,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1156,
24V Power Cable Whip A-19,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1154,
24V Power Cable Whip A-20,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1141,
24V Power Cable Whip A-21,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1201,
24V Power Cable Whip A-22,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1148,
24V Power Cable Whip A-23,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1202,
24V Power Cable Whip A-24,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1203,
24V Power Cable Whip A-25,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1147,
24V Power Cable Whip B-01,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,943,
24V Power Cable Whip B-02,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1021,
24V Power Cable Whip B-03,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,915,
24V Power Cable Whip B-04,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,928,
24V Power Cable Whip B-05,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1020,
24V Power Cable Whip B-06,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1213,
24V Power Cable Whip B-07,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1212,
24V Power Cable Whip B-08,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1211,
24V Power Cable Whip B-09,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1210,
24V Power Cable Whip B-10,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1209,
24V Power Cable Whip B-11,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1070,
24V Power Cable Whip B-12,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1136,
24V Power Cable Whip B-13,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1208,
24V Power Cable Whip B-14,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1133,
24V Power Cable Whip B-15,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1207,
24V Power Cable Whip B-16,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1206,
24V Power Cable Whip B-17,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1091,
24V Power Cable Whip B-18,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1137,
24V Power Cable Whip B-19,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1131,
24V Power Cable Whip B-20,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1142,
24V Power Cable Whip B-21,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1090,
24V Power Cable Whip B-22,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1205,
24V Power Cable Whip B-23,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1155,
24V Power Cable Whip B-24,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1152,
24V Power Cable Whip B-25,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1204,
24V Power Cable Whip C-01,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,917,
24V Power Cable Whip C-02,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,918,
24V Power Cable Whip C-03,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,919,
24V Power Cable Whip C-04,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1187,
24V Power Cable Whip C-05,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1214,
24V Power Cable Whip C-06,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1215,
24V Power Cable Whip C-07,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1216,
24V Power Cable Whip C-08,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1217,
24V Power Cable Whip C-09,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,1188,
24V Power Cable Whip D-01,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,916,
24V Power Cable Whip D-02,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1186,
24V Power Cable Whip D-04,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1191,
"24V Power Supply, 3.5A 24V Testing Only",Other (Please describe),,1,,,,0,,,Available to Loan,0,,,,,,,,2152,
25 Pin Breakout Cable,Cables- Breakout,,1,,,,0,,,Available to Loan,0,,,,,,,,294,
25' Ethernet Cable,Cables (Provide part number),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1013,
25' Ethernet Cable   Blue ,Cables (Provide part number),,7,,,,0,,,Available to Loan,0,,,,,,,,1661,
25' Ethernet Cable   Green,Cables (Provide part number),,24,,,,0,,,Available to Loan,0,,,,,,,,1662,
25' Ethernet Cable   Misc,Cables (Provide part number),,21,,,,0,,,Available to Loan,0,,,,,,,,1663,
25' Ethernet Cable   Red,Cables (Provide part number),,16,,,,0,,,Available to Loan,0,,,,,,,,1659,
25' Ethernet Cable   Yellow,Cables (Provide part number),,30,,,,0,,,Available to Loan,0,,,,,,,,1660,
25D,SWIC-Supported GIS Laptop,T460 ,0,,,,0,A3000062,,Cleanroom Item,0,,,,,,,Final Test,1230,
26D,SWIC-Supported GIS Laptop,T450,1,,,,0,A204278,,Cleanroom Item,0,,,,Ryan Flynn <63005106.dxbi>,,,Final Test,1602,PC-0ACH8S
26N,SWIC-Supported GIS Laptop,T470,1,,,,0,A301312,,Cleanroom Item,0,,,Cris Mangiurea <59870617.cpw3>,,Ben Scogin <60342063.chit>,,Final Test,655,
27-106107-00,Other (Please describe),"Pendant, Emergency Stop",4,,,,0,,,Available to Loan,0,,,,,,,,2221,
27-267330-00,Other (Please describe),"Power Supply, 24V, 3.3A, 80W, 90-264 VAC",1,,,,0,,,Available to Loan,0,,,,,,,,2202,
27-326390-00,Other (Please describe),"Pendant, Teach w/EMO TT",8,,,,0,,,Available to Loan,0,,,,,,,,2222,
27-412251-00,Tools- Gauges & Levels,"Hastings Gauge Box
",8,,,,0,,,Available to Loan,0,,,,,,,,2244,
274A70,Other (Please describe),,3,,,,0,,,Available to Loan,0,,,,,,,,2245,MFG: 274A70
27D,SWIC-Supported GIS Laptop,T460,1,,,,0,A205520,,Cleanroom Item,0,,,,Randolph Miller <58872955.d2pp>,,,Final Test,576,
27N,SWIC-Supported GIS Laptop,T450,0,,,,0,A204436,,Missing/Lost,0,,,Yupeng Xiong <60528085.vxy4>,,,,Final Test,543,
28D,SWIC-Supported GIS Laptop,T460,1,,,,0,A205838,,Cleanroom Item,0,,Andrew Barba <60555906.dmzu>,,Cam Osborn <62894923.6tqg>,,,Final Test,598,
28N,SWIC-Supported GIS Laptop,T450,0,,,,0,A204206,,Missing/Lost,0,,,,,,,Final Test,533,
29D,SWIC-Supported GIS Laptop,T460,1,,,,0,A205858,,Cleanroom Item,0,,,,Getachew Korme <59870608.b2pi>,,,Final Test,611,
29N,SWIC-Supported GIS Laptop,T450,1,,,,0,A204434,,Cleanroom Item,0,,,Ahmad Alothaimin <62963324.dibr>,,Anwar Ali <62190965.9qtz>,,Final Test,541,
3 pin molex connector A301B1P26,Other (Please describe),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1045,
"3/8"" Barb Hose 3/8"" Port",Other (Please describe),,7,,,,0,,,Available to Loan,0,,,,,,,,1903,
"3/8"" Lug MISC",Cables (Provide part number),,630,,,,0,,,Unavailable to Loan,0,,,,,,,,1701,
"3/8"" Male to Male Bulkhead",Other (Please describe),22-00190-00,23,,,,0,,,Available to Loan,0,22-00190-00,,,,,,,1893,
"3/8"" Male to Male Union",Other (Please describe),920-091980-006,105,,,,0,,,Available to Loan,0,920-091980-006,,,,,,,1908,
"3/8"" Plug",Other (Please describe),921-094857-006,136,,,,0,,,Available to Loan,0,921-094857-006,,,,,,,1796,
"3/8"" Port Connector",Other (Please describe),22-045110-00,17,,,,0,,,Available to Loan,0,22-045110-00,,,,,,,1811,
"3/8"" Port Connector to 1/4"" Port Connector",Other (Please describe),22-115545-00,20,,,,0,,,Available to Loan,0,22-115545-00,,,,,,,1860,
"3/8"" Port to 1/2"" NPT",Other (Please describe),796-061200-014,1,,,,0,,,Available to Loan,0,796-061200-014,,,,,,,1771,
"3/8"" Port to 3/8"" MNPT",Other (Please describe),60-119191-00,24,,,,0,,,Available to Loan,0,60-119191-00,,,,,,,1764,
"3/8"" Quick Disconnect Body",Other (Please describe),22-170559-00,15,,,,0,,,Available to Loan,0,22-170559-00,,,,,,,1891,
"3/8"" Quick Disconnect Stem",Other (Please describe),22-170558-00,10,,,,0,,,Available to Loan,0,22-170558-00,,,,,,,1897,
"3/8"" SST Back Ferrule",Other (Please describe),920-009894-006,132,,,,0,,,Available to Loan,0,920-009894-006,,,,,,,1821,
"3/8"" SST Front Ferrule",Other (Please describe),22-00033-00,180,,,,0,,,Available to Loan,0,22-00033-00,,,,,,,1817,
"3/8"" SST NUT",Other (Please describe),22-00032-00,17,,,,0,,,Available to Loan,0,22-00032-00,,,,,,,1805,
"3/8"" SWL to 9/16""-18S-SAE",Other (Please describe),22-150523-00,29,,,,0,,,Available to Loan,0,22-150523-00,,,,,,,1786,
"3/8"" Tube x 3/8"" MNPT",Other (Please describe),22-110491-00,44,,,,0,,,Available to Loan,0,22-110491-00,,,,,,,1775,
30D,SWIC-Supported GIS Laptop,T450,1,,,,0,A204433,,Cleanroom Item,0,,,,Jared Styer <62604612.bi9g>,,,Final Test,540,
30N,SWIC-Supported GIS Laptop,T460,1,,,,0,A205751,,Cleanroom Item,0,,,Nashawn Crawford <61989169.hu3a>,,Nonilo Turiano <60342077.c6dv>,,Final Test,595,PC0JWCHC
30XT30,Cables (Provide part number),"1/4"" 4AWG Lug",71,,,,0,,,Unavailable to Loan,0,,,,,,,,1705,
30XT35,Cables (Provide part number),"1/4"" 6AWG Lug",206,,,,0,,,Unavailable to Loan,0,,,,,,,,1707,
30XT42,Cables (Provide part number),"1/4"" 8AWG Lug",80,,,,0,,,Unavailable to Loan,0,,,,,,,,1706,
31D,SWIC-Supported GIS Laptop,T460,1,,,,0,A205739,,Cleanroom Item,0,,Bob Yates <59704393.gpyp>,,Bree Fergus <61790057.dabk>,,,Final Test,588,
31N,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A205463,,Cleanroom Item,0,,,,,Jacob Kern <62424860.dzbr>,,Final Test,962,pc0jg2rm
32D,SWIC-Supported GIS Laptop,T460,1,,,,0,A204985,,Cleanroom Item,0,,Kaylyn Bolano Gil <62239364.d2vd>,,Paul Pullman <62330173.cukr>,,,Final Test,556,
